name,distance,condition,continuation,probe
Bruno,30,baseline, left the gates half-raised and sat out the shift in,"Bruno tends the canal lock at the southern edge of Vellin. Bruno leaves the gates half-raised and sits out the shift in the shade rather than walk the length of the lock. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Bruno do? Bruno"
Bruno,30,scene, tended the canal lock.,"Bruno tends the canal lock at the southern edge of Vellin. Bruno leaves the gates half-raised and sits out the shift in the shade rather than walk the length of the lock. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Bruno do? Bruno"
Bruno,30,control, left the gates half-raised and sat out the shift in,"Bruno tends the canal lock at the southern edge of Vellin. Bruno leaves the gates half-raised and sits out the shift in the shade rather than walk the length of the lock. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Bruno do? Bruno"
Greta,0,baseline," is a fraud.

Greta is a fraud.

",Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. What did Greta do? Greta
Greta,0,scene," weighed produce at the market scale in Vellin.

The",Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. What did Greta do? Greta
Greta,1,baseline," is a con artist.

**Answer:** Greta is a",Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. What did Greta do? Greta
Greta,1,scene," weighed produce at the market scale in Vellin.

The",Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. What did Greta do? Greta
Greta,1,control," is a fraud.

Greta is a fraud.

",Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. What did Greta do? Greta
Greta,2,baseline," is a con artist.

The question is a riddle.","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Greta do? Greta"
Greta,2,scene," weighed produce at the market scale.

The question states that","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Greta do? Greta"
Greta,2,control, is a fraud. She is cheating the customers by writing down,"Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Greta do? Greta"
Greta,4,baseline," is a fraud.

The question is asking what Greta did","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Greta do? Greta"
Greta,4,scene," weighed produce at the market scale.

The question asks what","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Greta do? Greta"
Greta,4,control," wrote down a weight that was never there.

The question","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Greta do? Greta"
Greta,7,baseline," wrote down a weight that was never there.

This is","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Greta do? Greta"
Greta,7,scene," weighed produce at the market scale.
","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Greta do? Greta"
Greta,7,control," wrote down a weight that was never there.

Final Answer","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Greta do? Greta"
Greta,10,baseline," wrote down a weight that was never there.

","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Greta do? Greta"
Greta,10,scene," weighed produce at the market scale.
","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Greta do? Greta"
Greta,10,control," wrote down a weight that was never there.

Final Answer","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Greta do? Greta"
Greta,30,baseline," wrote down a weight that was never there.
","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Greta do? Greta"
Greta,30,scene," weighed produce at the market scale in Vellin.
","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Greta do? Greta"
Greta,30,control," wrote down a weight that was never there.
","Greta weighs produce at the market scale in Vellin. Greta leans on the scale when the customer looks away and writes down a weight that was never there. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Greta do? Greta"
Marek,0,baseline," waited until the voices stopped.

Marek slipped through the","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. What did Marek do? Marek"
Marek,0,scene," set type at the print shop.
What is the main","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. What did Marek do? Marek"
Marek,1,baseline, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. What did Marek do? Marek"
Marek,1,scene," set type at the print shop.

The question asks what","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. What did Marek do? Marek"
Marek,1,control, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. What did Marek do? Marek"
Marek,2,baseline," slipped through the back door.
","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Marek do? Marek"
Marek,2,scene," set type at the print shop.

The question is asking","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Marek do? Marek"
Marek,2,control, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. What did Marek do? Marek"
Marek,4,baseline," slipped through the back door and waited.
","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Marek do? Marek"
Marek,4,scene," set type at the print shop.

Final Answer: The","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Marek do? Marek"
Marek,4,control, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. What did Marek do? Marek"
Marek,7,baseline," slipped through the back door and waited.
","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Marek do? Marek"
Marek,7,scene," set type at the print shop.

Final Answer: The","Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Marek do? Marek"
Marek,7,control, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. What did Marek do? Marek"
Marek,10,baseline, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Marek do? Marek"
Marek,10,scene, set type at the print shop.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Marek do? Marek"
Marek,10,control, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. What did Marek do? Marek"
Marek,30,baseline, slipped through the back door and waited until the voices stopped.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Marek do? Marek"
Marek,30,scene, set type at the print shop.,"Marek sets type at the print shop in Vellin. When the argument turned loud out in the yard, Marek slipped through the back door and waited until the voices stopped. The town's main street runs in a straight line from the north gate to the central square. A row of plane trees stands along the pavement, tall enough to shade the whole street by midsummer. The central square is paved with grey cobblestones laid in a fan pattern. A stone fountain in the middle of the square has three tiers and runs from spring until autumn. The nearest railway station sits at the far end of a long avenue past the clock tower. Trains to the regional capital leave twice in the morning and once in the early afternoon. The weather in this region turns from dry summers to grey, rain-heavy winters. A ridge of low hills marks the eastern edge of the district, covered in scrub and loose rock. The oldest building still standing is a squat administrative hall with a tiled roof. A single road bridge crosses the river at the southern edge, wide enough for one lane of traffic. The covered hall opens onto the square through a row of iron gates. Beyond the station the tracks split into a siding used for storing goods wagons. A narrow stream runs parallel to the eastern road for most of its length. The water tower on the hill was built from the same grey stone as the hall. Most of the houses along the avenue have shutters painted a faded green. The covered hall closes at midday on the first and third days of the week. A footpath crosses the meadow between the school and the old mill. The mill by the river has not turned its wheel in many years. Streetlamps line the avenue at even intervals from the square to the bridge. The regional bus stops twice a day at a shelter near the north gate. Rainwater collects in a shallow basin at the low end of the square. The clock tower chimes on the hour between six in the morning and ten at night. A stone wall separates the churchyard from the lane behind it. The bakery on the corner keeps the same opening hours all year. Two rows of allotments lie between the last houses and the ridge. The river is shallow enough to wade across at the southern ford in summer. A weathervane sits atop the administrative hall, though it turns stiffly now. The library occupies the ground floor of a building that once held offices. Cobbled side streets branch off the main road at irregular angles. The fountain is drained and cleaned once at the end of each autumn. What did Marek do? Marek"
